param1,param2,l,real,imag,type
-14.53793,2.9,1,3.705450e-01,-2.337226e-01,resonance
-14.3931,2.9,1,3.852548e-01,-2.512672e-01,resonance
-14.24828,2.9,1,3.996453e-01,-2.692747e-01,resonance
-14.10345,2.9,1,4.137116e-01,-2.877388e-01,resonance
-13.95862,2.9,1,4.274489e-01,-3.066538e-01,resonance
-13.81379,2.9,1,4.408521e-01,-3.260146e-01,resonance
-13.66897,2.9,1,4.539161e-01,-3.458164e-01,resonance
-13.52414,2.9,1,4.666356e-01,-3.660550e-01,resonance
-13.37931,2.9,1,4.790050e-01,-3.867264e-01,resonance
-13.23448,2.9,1,4.910187e-01,-4.078269e-01,resonance
-18.0,3.0,1,2.105480e-02,-2.448109e-03,resonance
-17.84138,3.0,1,4.319777e-02,-7.277107e-03,resonance
-17.68276,3.0,1,6.505202e-02,-1.360440e-02,resonance
-17.52414,3.0,1,8.661421e-02,-2.114725e-02,resonance
-17.36552,3.0,1,1.078809e-01,-2.974623e-02,resonance
-17.2069,3.0,1,1.288487e-01,-3.929561e-02,resonance
-17.04828,3.0,1,1.495137e-01,-4.971891e-02,resonance
-16.88966,3.0,1,1.698724e-01,-6.095774e-02,resonance
-16.73103,3.0,1,1.899209e-01,-7.296572e-02,resonance
-16.57241,3.0,1,2.096551e-01,-8.570504e-02,resonance
-16.41379,3.0,1,2.290709e-01,-9.914418e-02,resonance
-16.25517,3.0,1,2.481642e-01,-1.132564e-01,resonance
-16.09655,3.0,1,2.669306e-01,-1.280188e-01,resonance
-15.93793,3.0,1,2.853655e-01,-1.434114e-01,resonance
-15.77931,3.0,1,3.034644e-01,-1.594168e-01,resonance
-15.62069,3.0,1,3.212225e-01,-1.760195e-01,resonance
-15.46207,3.0,1,3.386349e-01,-1.932060e-01,resonance
-15.30345,3.0,1,3.556965e-01,-2.109639e-01,resonance
-15.14483,3.0,1,3.724020e-01,-2.292822e-01,resonance
-14.98621,3.0,1,3.887462e-01,-2.481512e-01,resonance
-14.82759,3.0,1,4.047235e-01,-2.675619e-01,resonance
-14.66897,3.0,1,4.203282e-01,-2.875062e-01,resonance
-14.51034,3.0,1,4.355543e-01,-3.079768e-01,resonance
-14.35172,3.0,1,4.503958e-01,-3.289671e-01,resonance
-14.1931,3.0,1,4.648465e-01,-3.504710e-01,resonance
-14.03448,3.0,1,4.788999e-01,-3.724830e-01,resonance
-13.87586,3.0,1,4.925492e-01,-3.949982e-01,resonance
-13.71724,3.0,1,5.057876e-01,-4.180119e-01,resonance
